#maximum = {maximum}
#minimum = {minimum}
1.276276276276276378e-01 1.444371675377468091e+04
3.828828828828829134e-01 0.000000000000000000e+00
6.381381381381381335e-01 0.000000000000000000e+00
8.933933933933935201e-01 7.309116724738675657e+03
1.148648648648648685e+00 0.000000000000000000e+00
1.403903903903903849e+00 0.000000000000000000e+00
1.659159159159159236e+00 0.000000000000000000e+00
1.914414414414414622e+00 6.875656213704994116e+03
2.169669669669669787e+00 0.000000000000000000e+00
2.424924924924924952e+00 0.000000000000000000e+00
2.680180180180180116e+00 0.000000000000000000e+00
2.935435435435435725e+00 6.000502468060394676e+03
3.190690690690690889e+00 0.000000000000000000e+00
3.445945945945946054e+00 0.000000000000000000e+00
3.701201201201201663e+00 0.000000000000000000e+00
3.956456456456456827e+00 5.062736353077816602e+03
4.211711711711711992e+00 0.000000000000000000e+00
4.466966966966967156e+00 0.000000000000000000e+00
4.722222222222222321e+00 0.000000000000000000e+00
4.977477477477477485e+00 4.693606416957026340e+03
5.232732732732732650e+00 0.000000000000000000e+00
5.487987987987988703e+00 0.000000000000000000e+00
5.743243243243243867e+00 0.000000000000000000e+00
5.998498498498499032e+00 3.537254355400697023e+03
6.253753753753754197e+00 0.000000000000000000e+00
6.509009009009009361e+00 0.000000000000000000e+00
6.764264264264264526e+00 0.000000000000000000e+00
7.019519519519519690e+00 2.621486353077816602e+03
7.274774774774775743e+00 0.000000000000000000e+00
7.530030030030030908e+00 0.000000000000000000e+00
7.785285285285286072e+00 0.000000000000000000e+00
8.040540540540542125e+00 2.784042537746805920e+03
8.295795795795797289e+00 0.000000000000000000e+00
8.551051051051052454e+00 0.000000000000000000e+00
8.806306306306307619e+00 0.000000000000000000e+00
9.061561561561562783e+00 3.284693234610917443e+03
9.316816816816817948e+00 0.000000000000000000e+00
9.572072072072073112e+00 0.000000000000000000e+00
9.827327327327328277e+00 0.000000000000000000e+00
1.008258258258258344e+01 3.722528164924506200e+03
1.033783783783783861e+01 0.000000000000000000e+00
1.059309309309309555e+01 0.000000000000000000e+00
1.084834834834835071e+01 0.000000000000000000e+00
1.110360360360360588e+01 3.213228368176538879e+03
1.135885885885886104e+01 0.000000000000000000e+00
1.161411411411411621e+01 0.000000000000000000e+00
1.186936936936937137e+01 0.000000000000000000e+00
1.212462462462462653e+01 2.715916231126596813e+03
1.237987987987988170e+01 0.000000000000000000e+00
1.263513513513513686e+01 0.000000000000000000e+00
1.289039039039039203e+01 2.279824767711962977e+03
1.314564564564564719e+01 0.000000000000000000e+00
1.340090090090090236e+01 0.000000000000000000e+00
1.365615615615615752e+01 0.000000000000000000e+00
1.391141141141141269e+01 2.299448461091753870e+03
